	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Other Journals	Publication Rate	Duration of Career	highest_degree	degree_area	Lab Size	Affiliation University	Rank	Temperature	Anomaly	County	Locale	State	R&D Rank	Percentile	R&D Expenditures
80	N. Zhi, N. Ohashi, Y. Rikihisa, H. W. Horowitz, G. P. Wormser, and K. Hechemy	Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis	J. Clin. Microbiol. 1998, 36(6):1666-1673	PMID: 9620397	1998	JCM		1.0			duplication of whole blot?	1				1.0	1	[['Acta Crystallogr Sect E Struct Rep Online', 'Zhongguo Zhong Yao Za Zhi', '2021 Jun 21'], ['Front Pharmacol', 'J Chem Ecol', 'Sci Rep'], ['Autophagy', 'J Funct Biomater', 'J Clin Microbiol'], ['N Engl J Med', 'Cell', 'Cell Rep'], ['Wien Klin Wochenschr', 'Neurology', 'Ann Intensive Care'], []]	[3.85, 4.44, 0.5, 1.05, 0.62, -1]	52	-1	-1	6	Department of Veterinary Biosciences, College of Veterinary Medicine, The Ohio State University, Columbus 43210-1093, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81	Michael Waters, Amanda Savoie, Helen S. Garmory, Dawn Bueschel, Michel R. Popoff, J. Glenn Songer, Richard W. Titball, Bruce A. McClane, and Mahfuzur R. Sarker	Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with Gastrointestinal Diseases in Piglets	J. Clin. Microbiol. 2003, 41(8):3584	10.1128/JCM.41.8.3584-3591.2003	2003	JCM	1.0			1	bands in gel appear to be spliced in	1				1.0	1	[['N Engl J Med', 'Lancet', 'Hepatology'], ['Mol Ecol', 'Glob Chang Biol', 'Am J Physiol Heart Circ Physiol'], ['Adv Drug Deliv Rev', 'Infect Immun', 'FEMS Microbiol Rev'], ['Vet Microbiol', 'Anaerobe', 'J Clin Microbiol'], ['J Vet Diagn Invest', 'Anaerobe', 'Toxins (Basel)'], ['Anaerobe', 'J Vet Diagn Invest', 'Vet Microbiol'], ['Virulence', 'Clin Microbiol Rev', 'Vaccine'], ['Anaerobe', 'Toxins (Basel)', 'J Bacteriol'], ['Microbiol Spectr', 'Anaerobe', 'Appl Environ Microbiol']]	[9.52, 0.25, 4.75, 0.92, 7.17, 4.18, 9.52, 5.9, 3.95]	21	PhD	-1	9	Department of Microbiology, Oregon State University, Corvallis, Oregon 9731, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82	Sou-Ichi Makino, Toru Tobe, Hiroshi Asakura, Masahisa Watarai, Testuya Ikeda, Koichi Takeshi, and Chihiro Sasakawa	Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains	J. Clin. Microbiol. 2003, 41(6):2341	10.1128/JCM.41.6.2341-2347.2003	2003	JCM	1.0			1	repetitive bands, and background in gel panel	1				1.0	1	[['Nihon Rinsho', 'Chudoku Kenkyu', 'Biomed Res Int'], ['Nature', 'Front Cell Infect Microbiol', 'Adv Exp Med Biol'], ['JAMA', 'Bioorg Med Chem Lett', 'Shokuhin Eiseigaku Zasshi'], ['Environ Microbiol Rep', 'Nihon Saikingaku Zasshi', 'Microb Pathog'], ['Circ J', 'J Binocul Vis Ocul Motil', 'Allergy Rhinol (Providence)'], ['Nihon Rinsho', 'J Med Microbiol', 'Int J Food Microbiol'], ['Cell Mol Immunol', 'Autophagy', 'Science']]	[2.76, 2.0, 4.67, 3.86, 4.46, 0.35, 5.08]	21	-1	-1	7	Department of Applied Veterinary Science, Research Center for Animal Hygiene and Food Safety, Obihiro University of Agriculture and Veterinary Medicine, Hokkaido Institute of Public Health, Hokkaido, Japan. smakino@obihiro.ac.jp	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83	Chung-ming Chu, Patrick C. Y. Woo, Ken T. K. Chong, Wah-shing Leung, Veronica L. Chan, and Kwok-yung Yuen	Association of Presence of Aspergillus Antibodies with Hemoptysis in Patients with Old Tuberculosis or Bronchiectasis but No Radiologically Visible Mycetoma	J. Clin. Microbiol. 2004, 42(2):665	10.1128/JCM.42.2.665-669.2004	2004	JCM		1.0			multiple duplications of negative blot strips	1				1.0	1	[['Chest', 'Gen Hosp Psychiatry', 'Respirology'], ['Exp Biol Med (Maywood)', 'Infect Genet Evol', 'Lancet Infect Dis'], ['Med Mycol', 'PLoS Negl Trop Dis', 'Eukaryot Cell'], ['Chest', 'CMAJ', 'Kidney Int'], ['Gen Hosp Psychiatry', 'Respirology', 'Crit Care Med'], ['N Engl J Med', 'Cell', 'Nat Rev Drug Discov']]	[1.94, 9.52, 0.71, 0.77, 0.8, 18.18]	18	-1	-1	6	Department of Medicine, United Christian Hospital, The University of Hong Kong, Hong Kong.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84	Patrick C. Y. Woo, Susanna K. P. Lau, Beatrice H. L. Wong, Kwok-Hung Chan, Wai-Ting Hui, Grace S. W. Kwan, J. S. Malik Peiris, Robert B. Couch, and Kwok-Yung Yuen	False-Positive Results in a Recombinant Severe Acute Respiratory Syndrome-Associated Coronavirus (SARS-CoV) Nucleocapsid Enzyme-Linked Immunosorbent Assay Due to HCoV-OC43 and HCoV-229E Rectified by Western Blotting with Recombinant SARS-CoV Spike Polypeptide	J. Clin. Microbiol. 2004, 42(12):5885	10.1128/JCM.42.12.5885-5888.2004	2004	JCM		1.0			two similar looking western blot strips	1				1.0	1	[['Exp Biol Med (Maywood)', 'Infect Genet Evol', 'Lancet Infect Dis'], ['Exp Biol Med (Maywood)', 'Infect Genet Evol', 'Cell'], ['Proc Natl Acad Sci U S A', 'J Virol', 'Emerg Infect Dis'], ['Nat Med', 'Clin Infect Dis', 'Lancet'], ['J Clin Microbiol', 'Lancet', 'Diagn Microbiol Infect Dis'], ['J Clin Microbiol'], ['Nat Med', 'Nat Commun', 'Clin Infect Dis'], ['PLoS One', 'Vaccine', 'Hum Vaccin Immunother'], ['N Engl J Med', 'Cell', 'Nat Rev Drug Discov']]	[9.52, 9.52, 1.64, 10.0, 0.69, 0.2, 9.52, 2.44, 18.18]	21	-1	-1	9	Department of Microbiology, The University of Hong Kong, University Pathology Building, Queen Mary Hospital, Hong Kong. hkumicro@hkucc.hku.hk.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85	Wulamu Mamuti, Hiroshi Yamasaki, Yasuhito Sako, Minoru Nakao, Ning Xiao, Kazuhiro Nakaya, Naoki Sato, Dominique A. Vuitton, Renaud Piarroux, Marshall W. Lightowlers, Philip S. Craig, and Akira Ito	Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B from Echinococcus multilocularis	J. Clin. Microbiol. 2004, 42(3):1082	10.1128/JCM.42.3.1082-1088.2004	2004	JCM		1.0			duplication of whole panel?	1				1.0	1	[['Parasitol Int', 'Acta Trop', 'Southeast Asian J Trop Med Public Health'], ['N Engl J Med', 'Cancer Sci', 'Gastroenterology'], ['Vet Parasitol Reg Stud Reports', 'Vector Borne Zoonotic Dis', 'Southeast Asian J Trop Med Public Health'], ['Parasitol Int', 'Vet Parasitol Reg Stud Reports', 'Vector Borne Zoonotic Dis'], ['Lancet', 'China CDC Wkly', 'Acta Trop'], ['Curr Opin Lipidol', 'Vector Borne Zoonotic Dis', 'Parasitol Int'], ['N Engl J Med', 'ESC Heart Fail', 'Circ J'], ['Clin Microbiol Rev', 'Acta Trop', 'Rev Prat'], ['Pathogens', 'Rev Prat', 'Emerg Infect Dis'], ['Zoonoses Public Health', 'Trends Parasitol', 'Acta Trop'], ['Acta Trop', 'Parasitol Int', 'Lancet Infect Dis'], ['Cytotechnology', 'Yale J Biol Med', 'Vet Parasitol Reg Stud Reports']]	[1.18, 9.52, 4.85, 7.33, 10.0, 5.25, 9.52, 4.9, 8.9, 3.4, 4.95, 9.52]	17	-1	-1	12	Department of Parasitology, Asahikawa Medical College, Asahikawa, Japan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86	Jean-Philippe Lavigne, He_lï¿½ne Marchandin, Nicole Bouziges, and Albert SottoS	First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe	J. Clin. Microbiol. 2005, 43(7):3512. DOI: 10.1128/JCM.43.7.3512-3515.2005	10.1128/JCM.43.7.3512-3515.2005	2005	JCM				1	gel panel appears to have patches	1				1.0	1	[['Clin Microbiol Rev', 'Lancet Infect Dis', 'Front Microbiol'], [], ['Lancet Infect Dis', 'Am J Infect Control', 'J Clin Microbiol'], []]	[8.85, -1, 0.93, -1]	20	PhD	-1	4	Laboratoire Universitaire d'Antibiologie, FacultÃ© de MÃ©decine, CS83021, Avenue Kennedy, 30908 NÃ®mes Cedex 02, France.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87	Michael Waters, Deepa Raju, Helen S. Garmory, Michel R. Popoff, and Mahfuzur R. Sarker	Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases	J. Clin. Microbiol. 2005, 43(8):4002	10.1128/JCM.43.8.4002-4009.2005	2005	JCM	1.0			1	duplicated background, pasted-in bands?	1				1.0	1	[['N Engl J Med', 'Lancet', 'Hepatology'], ['ACS Appl Bio Mater', 'Autophagy', 'ACS Infect Dis'], ['Adv Drug Deliv Rev', 'Infect Immun', 'FEMS Microbiol Rev'], ['J Vet Diagn Invest', 'Anaerobe', 'Toxins (Basel)'], ['Microbiol Spectr', 'Anaerobe', 'Appl Environ Microbiol']]	[9.52, 1.18, 4.75, 7.17, 3.95]	21	PhD	-1	5	Department of Microbiology, Oregon State University, Corvallis, OR 97331, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88	Ana Mena, Virginia Plasencia, Laura Garci_a, Olga Hidalgo, Josï¿½ Ignacio Ayestarï¿½n, Sebastiï¿½n Alberti, Nuria Borrell, Josï¿½ L. Pï¿½rez, and Antonio OliverW. Li	Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leading to In Vivo Carbapenem Resistance Development	J. Clin. Microbiol. 2006, 44(8):2831	10.1128/JCM.00418-06	2006	JCM				1	duplicated bands within same gel panel	1				1.0	1	[['Rev Panam Salud Publica', 'EMBO Rep', 'Int J Antimicrob Agents'], ['Viruses', 'J Clin Microbiol', 'J Infect'], ['J Med Internet Res', 'BMJ Open', 'J Atr Fibrillation'], ['Enferm Infecc Microbiol Clin', 'Orthopedics', 'J Clin Microbiol'], ['Gastroenterology', 'ISA Trans', 'Water Res'], ['Autophagy', 'Ann Hepatol', 'Neurology'], ['BMC Public Health', 'JAMA Netw Open', 'BMJ Open'], [], ['Science', 'Autophagy', 'Br J Surg']]	[1.25, 0.69, 6.36, 0.5, 0.67, 4.17, 1.19, -1, 2.7]	20	-1	-1	9	Servicio de MicrobiologÃ­a, Hospital Son Dureta and Instituto Universitario de InvestigaciÃ³n en Ciencias de la Salud, Palma de Mallorca, Spain.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89	Henry E. Cerny, Douglas G. Rogers, Jeffrey T. Gray, David R. Smith, and Susanne Hinkley	Effects of Moraxella (Branhamella) ovis Culture Filtrates on Bovine Erythrocytes, Peripheral Mononuclear Cells and Corneal Epithelial Cells	J. Clin. Microbiol. 2006, 44(3):772	10.1128/JCM.44.3.772-776.2006	2006	JCM		1.0			duplicated microscopy panel	1				1.0	1	[['Vet Med (Auckl)', 'J Clin Microbiol'], ['Case Rep Pediatr', 'J Toxicol', 'J Pediatr Endocrinol Metab'], ['Anim Biotechnol', 'Emerg Infect Dis', 'J Aquat Anim Health'], ['Vet Clin North Am Food Anim Pract', 'Nature', 'EMBO Rep'], ['J Food Prot', 'J AOAC Int', 'J Vet Diagn Invest']]	[0.22, 0.75, 0.91, 7.14, 0.41]	9	-1	-1	5	Crete Veterinary Clinic, Nebraska 68333-0008, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90	Suharni Mohamad, Norhaida Che Azmi, and Rahmah Noordin	Development and Evaluation of a Sensitive and Specific Assay for Diagnosis of Human Toxocariasis by Use of Three Recombinant Antigens (TES-26, TES-30USM and TES-120)	J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09	10.1128/JCM.00001-09	2009	JCM	1.0			1	2 adjacent lanes in same panel look very similar when one is stretched (multiplecases)	1				1.0	1	[['Diagnostics (Basel)', 'J Zhejiang Univ Sci B', 'Transfus Med Rev'], ['Oncotarget', 'J Clin Microbiol'], ['Eur J Clin Microbiol Infect Dis', 'J Microbiol Immunol Infect', 'Adv Parasitol']]	[0.94, 0.25, 5.1]	17	-1	-1	3	Institute for Research in Molecular Medicine (INFORMM), Universiti Sains Malaysia, 11800 Penang, Malaysia.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91	Adis Tasanarong, Supranee Kongkham, and Sookkasem Khositseth	Dual Inhibiting Senescence and Epithelial-to-Mesenchymal Transition by Erythropoietin Preserve Tubular Epithelial Cell Regeneration and Ameliorate Renal Fibrosis in Unilateral Ureteral Obstruction	BioMed Research International - Volume 2013, Article ID 308130 	10.1155/2013/308130	2013				1.0		Overlapping microscopy images	1	3/19/17		1.0		1	[['Biomed Res Int', 'Med Acupunct', 'J Ren Care'], ['BMC Complement Altern Med', 'Nefrologia', 'J Med Assoc Thai'], ['Eur J Med Genet', 'Nephrol Dial Transplant', 'Kidney Int']]	[1.38, 0.73, 1.47]	21	-1	-1	3	Nephrology Unit, Department of Medicine, Faculty of Medicine, Thammasat University (Rangsit Campus), Khlong Nueng, Khlong Luang, Pathum Thani 12121, Thailand.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92	Anahita Rahmani, Danial Kheradmand, Peyman Keyhanvar, Alireza Shoae-Hassani, and Amir Darbandi-Azar	Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells	BioMed Research International, Volume 2013, Article ID 582526	10.1155/2013/582526	2013				1.0	Paul Higgins	Rotated microscopy images	1	2/1/15		1.0		1	[['Biomed Res Int', 'Adv Pharmacol Sci', 'Front Psychol'], ['Diagn Pathol', 'Cancer Cell Int', 'Biomed Res Int'], ['Molecules', 'Reprod Biol', 'Cell J'], ['J Biol Eng', 'Reprod Biol', 'Biomed Res Int'], ['Bioorg Chem', 'Life Sci', 'Oman Med J']]	[0.8, 2.25, 1.6, 1.93, 1.7]	5	-1	Psychiatry	5	Stem Cell and Tissue Engineering Department, Research Center for Science and Technology in Medicine (RCSTiM), Tehran University of Medical Sciences, Tehran, Iran.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93	Gurbet Celik, Asli Semiz, Serdar Karakurt, Sevki Arslan, Orhan Adali, and Alaattin Sen	A Comparative Study for the Evaluation of Two Doses of Ellagic Acid on Hepatic Drug Metabolizing and Antioxidant Enzymes in the Rat	BioMed Research International Volume 2013, Article ID 358945	10.1155/2013/358945	2013			1.0			Multiple cases of reused blot panels	1	12/1/14		1.0		1	[['Pharm Biol', 'Nat Prod Res', 'Eur J Drug Metab Pharmacokinet'], ['J Transl Int Med', 'Nat Prod Res', 'Eur J Drug Metab Pharmacokinet'], ['ACS Omega', 'Rev Assoc Med Bras (1992)', 'Anticancer Agents Med Chem'], ['Hum Exp Toxicol', 'Nat Prod Res', 'Biometals'], ['Food Chem Toxicol', 'Neuropsychiatr Dis Treat', 'Neurol Sci'], ['World J Clin Cases', 'World J Gastroenterol', 'Pharm Biol']]	[1.5, 0.71, 2.0, 1.33, 1.47, 1.41]	4	-1	-1	6	Department of Biology, Pamukkale University, Kinikli Campus, 20070 Denizli, Turkey.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94	Young-Man Lee, Q-Schick Auh, Deok-Won Lee, Jun-Yeol Kim, Ha-Jin Jung, Seung-Ho Lee, and Eun-Cheol Kim	Involvement of Nrf2-Mediated Upregulation of Heme Oxygenase-1 in Mollugin-Induced Growth Inhibition and Apoptosis in Human Oral Cancer Cells	BioMed Research International Volume 2013, Article ID 210604	10.1155/2013/210604	2013		1.0	1.0		George Perry	Several cuts, reused blot panel	1	7/1/14		1.0		1	[['J Craniofac Surg', 'Viruses', 'Arch Craniofac Surg'], ['Int J Mol Sci', 'Clin Exp Dent Res', 'Diagnostics (Basel)'], ['J Dent Anesth Pain Med', 'Annu Int Conf IEEE Eng Med Biol Soc', 'J Oral Maxillofac Surg'], ['Sci Total Environ', 'ACS Omega', 'J Cell Biochem'], ['Biomed Res Int', 'Clin Oral Investig'], ['Ultrason Sonochem', 'J Microbiol Biotechnol', 'Medicine (Baltimore)'], ['Mediators Inflamm', 'Muscle Nerve', 'Clin Oral Investig']]	[0.92, 1.93, 4.75, 0.62, 0.67, 10.53, 9.37]	39	-1	-1	7	Department of Maxillofacial Tissue Regeneration and Research Center for Tooth & Periodontal Regeneration, School of Dentistry, Kyung Hee University, 1 Heogi-dong, Dongdaemun-gu, Seoul 130-701, Republic of Korea.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95	Chih-Zen Chang, Shu-Chuan Wu, and Aij-Lie Kwan	Magnesium Lithospermate B, an Active Extract of Salvia miltiorrhiza, Mediates sGC/cGMP/PKG Translocation in Experimental Vasospasm	BioMed Research International, Volume 2014, Article ID 272101	10.1155/2014/272101	2014				1.0		Two sets of duplicated blot panels, one rotated	1	1/12/16		1.0		1	[['Neurosurgery', 'Acta Neurochir (Wien)', 'J Surg Res'], ['Transl Stroke Res', 'Biomed Res Int', 'Int J Surg'], ['Molecules', 'Sci Rep', 'Int J Med Sci']]	[1.81, 2.05, 6.35]	16	-1	-1	3	Department of Surgery, Faculty of Medicine, School of Medicine, Kaohsiung Medical University, Kaohsiung, Taiwan ; Department of Neurosurgery, Kaohsiung Medical University Hospital, No. 100, Tzyou 1st Road, Kaohsiung 80752, Taiwan ; Department of Surgery, Kaohsiung Municipal Ta Tung Hospital, Kaohsiung, Taiwan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96	Jaeson Santos Calla-Choque, Elisa Elvira Figueroa-Angulo, Leticia A_vila-Gonzï¿½lez, and Rossana Arroyoi	__-Actinin TvACTN3 of Trichomonas vaginalis Is an RNA-Binding Protein That Could Participate in Its Posttranscriptional Iron Regulatory Mechanism	BioMed Research International Volume 2014, Article ID 424767	10.1155/2014/424767	2014			1.0			Multiple cases of reused blot strips	1	5/23/16		1.0		1	[['Microbiology (Reading)', 'F1000Res', 'Biomed Res Int'], ['Biomed Res Int', 'Microbiology (Reading)', 'Int J Biochem Cell Biol'], ['Health Policy Plan', 'Seizure', 'Ecotoxicol Environ Saf'], ['Ther Clin Risk Manag', 'Acta Biomed', 'Bioessays']]	[0.62, 1.0, 0.31, 8.0]	8	PhD	Pediatrics	4	Departamento de InfectÃ³mica y PatogÃ©nesis Molecular, Centro de InvestigaciÃ³n y de Estudios Avanzados del IPN (CINVESTAV-IPN), 07360 MÃ©xico, DF, Mexico.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97	Li Han, Yafeng Wang, Xiaojuan Guo, Yubing Zhou, Jingmin Zhang, Ning Wang, Jinhua Jiang, Fang Ma, and Qingduan Wang	Downregulation of MDR1 Gene by Cepharanthine Hydrochloride Is Related to the Activation of c-Jun/JNK in K562/ADR Cells	BioMed Research International, Volume 2014, Article ID 164391	10.1155/2014/164391	2014				1.0		Shifted actin blot panels	1	12/5/16	1.0			1	[['Int J Mol Sci', 'N Engl J Med', 'Nature'], ['Lancet', 'Pulmonology', 'Nature'], ['J Agric Food Chem', 'J Am Heart Assoc', 'Heart Lung Circ'], ['Front Oncol', 'Small Methods', 'ACS Nano'], ['Front Oncol', 'Nat Commun', 'Biol Trace Elem Res'], ['Acta Pharm Sin B', 'Transl Neurodegener', 'Onco Targets Ther'], ['Front Oncol', 'J Zhejiang Univ Sci B', 'ACS Appl Mater Interfaces'], ['Arthritis Care Res (Hoboken)', 'Arthritis Rheumatol', 'Exp Ther Med'], ['Genes Genomics', 'Acta Virol', 'Oral Dis']]	[33.33, 14.29, 9.15, 2.91, 3.9, 28.57, 5.06, 5.56, 2.11]	6	-1	-1	9	Zhang Zhongjing College of Chinese Medicine, Nanyang Institute of Technology, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98	Silvana Lorena Della Penna, Gabriel Cao, Andrea Carranza, Elsa Zotta, Susana Gorzalczany, Carolina Susana Cerrudo, Natalia Luci_a Rukavina Mikusic, Alicia Correa, Verï¿½nica Trida, Jorge Eduardo Toblli, Marï¿½a Inï¿½s Rosï¿½n, and Belisario Enrique Fernï¿½ndezlypep	Renal Overexpression of Atrial Natriuretic Peptide and Hypoxia Inducible Factor-1__ as Adaptive Response to a High Salt Diet	BioMed Research International, Volume 2014, Article ID 936978	10.1155/2014/936978	2014			1.0			Duplicated microscopy images, and other panels taken from previous paper	1	9/1/14		1.0		1	[['World J Nephrol', 'J Nephrol', 'Antiinflamm Antiallergy Agents Med Chem'], ['J Clin Pathol', 'Neurourol Urodyn', 'Nefrologia'], ['Curr Clin Pharmacol', 'Clin Exp Immunol', 'Food Chem'], ['Cell Cycle', 'FASEB J', 'Nefrologia (Engl Ed)'], ['Pharmacol Res Perspect', 'Toxicol Rep', 'Hypertens Res'], ['Viruses', 'J Proteome Res', 'Biomed Res Int'], [], ['Nephron Physiol', 'Biomed Res Int', 'Regul Pept'], [], ['Vasc Health Risk Manag', 'Drug Des Devel Ther', 'Life Sci'], [], ['Curr Nutr Rep', 'Therap Adv Gastroenterol', 'Clin Transl Oncol']]	[0.57, 3.63, 1.05, 3.21, 1.95, 0.62, -1, 0.6, -1, 1.37, -1, 1.17]	7	PhD	-1	12	Department of Pathophysiology, School of Pharmacy and Biochemistry, University of Buenos Aires, INFIBIOC-CONICET, Argentina ; CÃ¡tedra de FisiopatologÃ­a, Facultad de Farmacia y BioquÃ­mica, UBA, JunÃ­n 956, Piso 5, 1113 Buenos Aires, Argentina.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99	Mao-Lin Ho, Yih-Shou Hsieh, Jia-Yuh Chen, Kuo-Shuen Chen, Jia-Jing Chen, Wu-Hsien Kuo, Shu-Jiuan Lin, and Pei-Ni Chen	Antimetastatic Potentials of Dioscorea nipponica on Melanoma In Vitro and In Vivo	Evidence-Based Complementary, and Alternative Medicine, Volume 2011, Article ID 507920	10.1155/2011/507920	2011				1.0		Two sets of rotated microscopy images	1	11/11/15		1.0		1	[['Evid Based Complement Alternat Med', 'Nutr Cancer', 'Acta Paediatr Taiwan'], ['Biomed Res Int', 'Am J Chin Med', 'Environ Toxicol'], ['Surg Obes Relat Dis', 'Pediatr Neonatol', 'J Chin Med Assoc'], ['Chem Biol Interact', 'Evid Based Complement Alternat Med', 'Am J Emerg Med'], ['World J Biol Psychiatry', 'Gen Hosp Psychiatry', 'Oncotarget'], ['Biomed Res Int', 'World J Hepatol', 'Pharm Biol'], ['Diagn Cytopathol', 'Indian J Pathol Microbiol', 'Cancer Cytopathol'], ['Cancers (Basel)', 'Aging (Albany NY)', 'Am J Chin Med']]	[0.31, 8.52, 5.38, 1.44, 0.6, 5.27, 0.38, 5.37]	13	-1	-1	8	Institute of Medicine, Chung Shan Medical University, No. 110, Section 1, Jianguo N. Road, Taichung 402, Taiwan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100	Chao-Bin Yeh, Ming-Ju Hsieh, Yih-Shou Hsieh, Ming-Hsien Chien, Pen-Yuan Lin, Hui-Ling Chiou, and Shun-Fa Yang	Terminalia catappa Exerts Antimetastatic Effects on Hepatocellular Carcinoma through Transcriptional Inhibition of Matrix Metalloproteinase-9 by Modulating NF-_B and AP-1 Activity	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 595292	10.1155/2012/595292	2012				1.0		overlapping microscopy images	1	11/15/15		1.0		1	[['Clin Chim Acta', 'Ann Emerg Med', 'J Emerg Med'], ['Circulation', 'Resuscitation', 'J Thorac Dis'], ['Biomed Res Int', 'Am J Chin Med', 'Environ Toxicol'], ['Biochim Biophys Acta Rev Cancer', 'Clin Chim Acta', 'Oncotarget'], ['Molecules', 'Biomed Chromatogr', 'Eur J Med Chem'], ['Environ Toxicol', 'Toxins (Basel)', 'Cell Death Dis'], ['Autophagy', 'Int J Mol Sci', 'Oncogene']]	[5.69, 12.5, 8.52, 8.53, 0.94, 4.9, 12.5]	13	-1	-1	7	School of Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan ; Department of Emergency Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan ; Department of Emergency Medicine, Chung Shan Medical University Hospital, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101	Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu	Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415	10.1155/2012/378415	2012			1.0			Duplicated 0h microscopy images	1	12/2/12		1.0		1	[['J Tradit Chin Med', 'Molecules', 'Ann Thorac Surg'], ['Food Sci Nutr', 'Oncol Rep', 'Am J Chin Med'], ['Biomed Res Int', 'Food Sci Nutr', 'Oncotarget'], ['Cancers (Basel)', 'Int J Mol Sci', 'Int J Med Sci'], ['Int J Mol Sci', 'Biosensors (Basel)', 'Micromachines (Basel)'], ['Br J Nutr', 'Evid Based Complement Alternat Med', 'J Nat Prod'], ['Science', 'Nat Hum Behav', 'medRxiv'], ['Int J Mol Sci', 'J Ethnopharmacol', 'PLoS One']]	[3.88, 1.27, 1.13, 1.62, 1.32, 1.33, 4.87, 3.0]	16	-1	-1	8	School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
